GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Osgiliath integration tests CDI,net.osgiliath.feature.itest.cdi.impl,Provider,0,5,0,0,0,2,0,2,0,2
Osgiliath integration tests CDI,net.osgiliath.feature.itest.cdi.impl,Consumer,0,7,0,0,0,2,0,2,0,2
